clock_id,name,year,species,data_type,generation,tissue,tissue_class,population,population_class,training_target,target_class,translage_trained_phenotype,predicts,platform,n_features,unit,scale_type,legal_operations,model_type,availability,ships_coefficients,profile_key,n_same_profile,peers_same_profile,n_same_tissue_class,n_same_target_class,feature_overlap_partner,feature_overlap_jaccard,feature_overlap_shared,feature_overlap_note,external_catalogues,external_catalogue_urls,training_cohort_note,verify_url,verify_url_kind,verify_url_status,coefficient_source_url,citation
stocp,stocp,2024,Homo sapiens,dna_methylation,first,sorted monocytes,blood_derived,adults,adults,chronological age,chronological_age,Mortality,chronological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|blood_derived|adults|chronological_age,4,kdm; stoch; stocz,33,62,,,,features not distributed for this clock,translage; biolearn,https://www.translage.io; https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/s43587-024-00600-8,doi,200 ok,,"Tong, Huige, et al. ""Quantifying the stochastic component of epigenetic aging."" Nature Aging 4 (2024): 886–901."
stocz,stocz,2024,Homo sapiens,dna_methylation,first,sorted monocytes,blood_derived,adults,adults,chronological age,chronological_age,Chronological Age,chronological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|blood_derived|adults|chronological_age,4,kdm; stoch; stocp,33,62,,,,features not distributed for this clock,translage; biolearn,https://www.translage.io; https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/s43587-024-00600-8,doi,200 ok,,"Tong, Huige, et al. ""Quantifying the stochastic component of epigenetic aging."" Nature Aging 4 (2024): 886–901."
thompson,thompson,2018,Mus musculus,dna_methylation,first,adipose tissue; blood; cerebellum; brain cortex; heart; kidney; liver; lung; skeletal muscle; spleen,blood_derived,mice,non_human,chronological age,chronological_age,,chronological age,RRBS,,months,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Mus musculus|blood_derived|non_human|chronological_age,1,,33,62,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.101590,doi,403 publisher blocks bots; DOI registered in Crossref,,"Thompson, M. J., Chwiałkowska, K., Rubbi, L. et al. A multi-tissue full lifespan epigenetic clock for mice. Aging (Albany NY) 10, 2832–2854 (2018)."
hepatoxu,hepatoxu,2017,Homo sapiens,dna_methylation,other,plasma cell-free DNA,blood_derived,adults,adults,hepatocellular carcinoma,disease,,hepatocellular carcinoma,targeted bisulfite sequencing,,unitless,relative_score,correlate; rank,feature-selected logistic regression,untraced,no,Homo sapiens|blood_derived|adults|disease,1,,33,5,,,,features not distributed for this clock,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/nmat4997,doi,200 ok,,"Xu, R.-H., et al. “Circulating tumour DNA methylation markers for diagnosis and prognosis of hepatocellular carcinoma.” Nature Materials 16: 1155–1161 (2017)."
epicmithyper,epicmithyper,2020,Homo sapiens,dna_methylation,mitotic,B cells,blood_derived,"human, age unspecified",adults,replicative history,mitotic,,mitotic age,450K; EPICv1,184,proportion,divisions,correlate; difference; mean; rank,mean methylation aggregation,bundled,yes,Homo sapiens|blood_derived|adults|mitotic,2,epicmithypo,33,8,epitoc2,0.0087,3,,,,,https://doi.org/10.1038/s43018-020-00131-2,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Duran-Ferrer, M., et al. ""The proliferative history shapes the DNA methylome of B-cell tumors and predicts clinical outcome."" Nature Cancer 1 (2020): 1066-1081."
epicmithypo,epicmithypo,2020,Homo sapiens,dna_methylation,mitotic,B cells,blood_derived,"human, age unspecified",adults,replicative history,mitotic,,mitotic age,450K; EPICv1,1164,proportion,divisions,correlate; difference; mean; rank,mean methylation aggregation,bundled,yes,Homo sapiens|blood_derived|adults|mitotic,2,epicmithyper,33,8,hypoclock,0.0132,24,,,,,https://doi.org/10.1038/s43018-020-00131-2,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Duran-Ferrer, M., et al. ""The proliferative history shapes the DNA methylome of B-cell tumors and predicts clinical outcome."" Nature Cancer 1 (2020): 1066-1081."
phenoage,phenoage,2018,Homo sapiens,clinical_chemistry,second,blood,blood_derived,adults,adults,mortality,mortality,Mortality,phenotypic age,clinical laboratory assays,10,years,age_years,acceleration; correlate; difference; mean; residual,clinical_formula,bundled,no,Homo sapiens|blood_derived|adults|mortality,1,,33,20,,,,features not distributed for this clock,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.101414,doi,403 publisher blocks bots; DOI registered in Crossref,,"Levine, M. E., et al. ""An epigenetic biomarker of aging for lifespan and healthspan."" Aging 10.4 (2018): 573-591."
hd,Homeostatic dysregulation,2013,Homo sapiens,clinical_chemistry,second,blood,blood_derived,adults,adults,distance from a healthy reference,other,,physiological dysregulation,clinical laboratory assays,,mahalanobis distance,relative_score,correlate; rank,clinical_formula,bundled,no,Homo sapiens|blood_derived|adults|other,1,,33,3,,,,features not distributed for this clock,,,"Mahalanobis distance from a healthy young reference population in biomarker space. The reference is part of the definition, not a detail: substituting the sample's own distribution silently changes what is being measured, so a reference cohort is required rather than defaulted.",https://doi.org/10.1016/j.mad.2013.01.004,doi,200 ok,,"Cohen, A. A., et al. ""A novel statistical approach shows evidence for multi-system physiological dysregulation during aging."" Mechanisms of Ageing and Development 134.3-4 (2013): 110-117."
corticalclock,corticalclock,2020,Homo sapiens,dna_methylation,first,brain cortex,brain,"human, age unspecified",adults,chronological age,chronological_age,,chronological age,450K,347,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Homo sapiens|brain|adults|chronological_age,3,gliasin; neusin,3,62,skinandblood,0.0207,15,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1093/brain/awaa334,doi,403 publisher blocks bots; DOI registered in Crossref,https://github.com/gemmashireby/CorticalClock,"Shireby, G. L., et al. ""Recalibrating the epigenetic clock: implications for assessing biological age in the human cortex."" Brain 143.12 (2020): 3763-3775."
gliasin,gliasin,2024,Homo sapiens,dna_methylation,first,brain cortex,brain,adults,adults,chronological age,chronological_age,,chronological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|brain|adults|chronological_age,3,corticalclock; neusin,3,62,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.206184,doi,403 publisher blocks bots; DOI registered in Crossref,,"Tong, Huige, et al. ""Cell-type specific epigenetic clocks to quantify biological age at cell-type resolution."" Aging 16 (2024): 14204–14237."
neusin,neusin,2024,Homo sapiens,dna_methylation,first,brain cortex,brain,adults,adults,chronological age,chronological_age,,chronological age,450K,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|brain|adults|chronological_age,3,corticalclock; gliasin,3,62,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.206184,doi,403 publisher blocks bots; DOI registered in Crossref,,"Tong, Huige, et al. ""Cell-type specific epigenetic clocks to quantify biological age at cell-type resolution."" Aging 16 (2024): 13452–13504."
cellpopage,cellpopage,2024,Homo sapiens,dna_methylation,other,cultured fibroblasts,cell_culture,human cell cultures,cell_culture,cell passage number,mitotic,,cell-population passage age,EPICv1,,passages,relative_score,correlate; rank,elastic net regression,untraced,no,Homo sapiens|cell_culture|cell_culture|mitotic,4,replitali; replitalinorm; sencultureage,4,8,,,,features not distributed for this clock,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13073-024-01349-w,doi,200 ok,,"Lujan, Celia, et al. ""An expedited screening platform for the discovery of anti-ageing compounds in vitro and in vivo."" Genome Medicine 16 (2024): 85."
replitali,replitali,2022,Homo sapiens,dna_methylation,mitotic,cultured primary human cells,cell_culture,human cell cultures,cell_culture,population doublings,mitotic,,replicative history,EPICv1,87,population doublings,divisions,correlate; difference; mean; rank,elastic net regression,bundled,yes,Homo sapiens|cell_culture|cell_culture|mitotic,4,cellpopage; replitalinorm; sencultureage,4,8,leerefinedrobust,0.0021,1,,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s41467-022-34268-8,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Endicott, J.L., Nolte, P.A., Shen, H. & Laird, P.W. Cell division drives DNA methylation loss in late-replicating domains in primary human cells. Nature Communications 13, 6659 (2022)."
replitalinorm,replitalinorm,2022,Homo sapiens,dna_methylation,mitotic,cultured fibroblasts,cell_culture,human cell cultures,cell_culture,population doublings,mitotic,,replicative history,EPICv1,,population doublings,divisions,correlate; difference; mean; rank,elastic net regression,untraced,no,Homo sapiens|cell_culture|cell_culture|mitotic,4,cellpopage; replitali; sencultureage,4,8,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s41467-022-34268-8,doi,200 ok,,"Endicott, J.L., Nolte, P.A., Shen, H. & Laird, P.W. Cell division drives DNA methylation loss in late-replicating domains in primary human cells. Nature Communications 13, 6659 (2022)."
sencultureage,sencultureage,2026,Homo sapiens,dna_methylation,other,cultured fibroblasts; cultured mesenchymal stromal cells,cell_culture,human cell cultures,cell_culture,cellular senescence,mitotic,,cellular senescence,450K; EPICv1,,log odds,relative_score,correlate; rank,elastic net logistic regression,untraced,no,Homo sapiens|cell_culture|cell_culture|mitotic,4,cellpopage; replitali; replitalinorm,4,8,,,,features not distributed for this clock,,,,https://doi.org/10.1111/acel.70430,doi,403 publisher blocks bots; DOI registered in Crossref,,"Kasamoto, K., Gibson, J., Moqri, M., Smith, R. & Higgins-Chen, A.T. DNA methylation signatures of cellular senescence are not reversed by senolytic treatment. Aging Cell 25, e70430 (2026)."
altumage,altumage,2022,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,,chronological age,27K; 450K,20318,years,age_years,acceleration; correlate; difference; mean; residual,deep neural network,bundled,yes,Homo sapiens|multi_tissue|all_ages|chronological_age,8,epitoc1; horvath2013; intrinclock; pipekelasticnet; pipekfilteredh; pipekretrainedh; stemtoc,22,62,,,,features not distributed for this clock,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1038/s41514-022-00085-y,doi,200 ok,https://github.com/rsinghlab/AltumAge,"de Lima Camillo, L.P., Lapierre, L.R. & Singh, R. A pan-tissue DNA-methylation epigenetic clock based on deep learning. npj Aging 8, 4 (2022)."
ensembleagehumanmouse,ensembleagehumanmouse,2025,Homo sapiens and Mus musculus,dna_methylation,other,multi-tissue; whole blood,multi_tissue,humans and mice,non_human,relative age,chronological_age,,relative age,mammalian methylation array,,relative age,relative_score,correlate; rank,elastic net regression,untraced,no,Homo sapiens and Mus musculus|multi_tissue|non_human|chronological_age,1,,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s11357-025-01808-1,doi,200 ok,,"Haghani, A. et al. EnsembleAge: enhancing epigenetic age assessment with a multi-clock framework. GeroScience 48, 2873-2886 (2025)."
epitoc1,epitoc1,2016,Homo sapiens,dna_methylation,mitotic,multi-tissue; whole blood,multi_tissue,all ages,all_ages,chronological age,chronological_age,,mitotic age,450K,385,beta value,divisions,correlate; difference; mean; rank,mean methylation aggregation,bundled,yes,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; horvath2013; intrinclock; pipekelasticnet; pipekfilteredh; pipekretrainedh; stemtoc,22,62,epitoc2,0.4234,163,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13059-016-1064-3,doi,200 ok,https://doi.org/10.5281/zenodo.2632938,"Yang, Zhen, et al. ""Correlation of an epigenetic mitotic clock with cancer risk."" Genome Biology 17 (2016): 205."
horvath2013,horvath2013,2013,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,Chronological Age,chronological age,27K; 450K,353,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; intrinclock; pipekelasticnet; pipekfilteredh; pipekretrainedh; stemtoc,22,62,skinandblood,0.0877,60,,translage; biolearn; methylcipher,https://www.translage.io; https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/gb-2013-14-10-r115,doi,200 ok,,"Horvath, S. DNA methylation age of human tissues and cell types. Genome Biology 14, R115 (2013)."
intrinclock,intrinclock,2024,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,Chronological Age,chronological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,two-stage elastic net regression,untraced,no,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; horvath2013; pipekelasticnet; pipekfilteredh; pipekretrainedh; stemtoc,22,62,,,,features not distributed for this clock,translage; methylcipher,https://www.translage.io; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1038/s42003-024-06609-4,doi,200 ok,,"Tomusiak, A., et al. “Development of an epigenetic clock resistant to changes in immune cell composition.” Communications Biology 7, 934 (2024)."
mammalian1,mammalian1,2023,multiple species,dna_methylation,first,multi-tissue,multi_tissue,multiple mammalian species,non_human,chronological age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|multi_tissue|non_human|chronological_age,3,mammalian2; mammalian3,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
mammalian2,mammalian2,2023,multiple species,dna_methylation,other,multi-tissue,multi_tissue,multiple mammalian species,non_human,relative age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|multi_tissue|non_human|chronological_age,3,mammalian1; mammalian3,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
mammalian3,mammalian3,2023,multiple species,dna_methylation,first,multi-tissue,multi_tissue,multiple mammalian species,non_human,chronological age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|multi_tissue|non_human|chronological_age,3,mammalian1; mammalian2,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
meer,meer,2018,Mus musculus,dna_methylation,first,multi-tissue,multi_tissue,mice,non_human,chronological age,chronological_age,,chronological age,RRBS,435,days,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Mus musculus|multi_tissue|non_human|chronological_age,2,stubbs,22,62,,0,0,,,,,https://doi.org/10.7554/elife.40675,doi,200 ok,https://doi.org/10.7554/eLife.40675,"Meer, M. V., Podolskiy, D. I., Tyshkovskiy, A. & Gladyshev, V. N. A whole lifespan mouse multi-tissue DNA methylation clock. eLife 7, e40675 (2018)."
pipekelasticnet,pipekelasticnet,2022,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,,chronological age,27K; 450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; horvath2013; intrinclock; pipekfilteredh; pipekretrainedh; stemtoc,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s10910-022-01381-4,doi,200 ok,,"Pipek, Orsolya Anna, and István Csabai. ""A revised multi-tissue, multi-platform epigenetic clock model for methylation array data."" Journal of Mathematical Chemistry 61 (2023): 376–388."
pipekfilteredh,pipekfilteredh,2022,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,,chronological age,27K; 450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; horvath2013; intrinclock; pipekelasticnet; pipekretrainedh; stemtoc,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s10910-022-01381-4,doi,200 ok,,"Pipek, Orsolya Anna, and István Csabai. ""A revised multi-tissue, multi-platform epigenetic clock model for methylation array data."" Journal of Mathematical Chemistry 61 (2023): 376–388."
pipekretrainedh,pipekretrainedh,2022,Homo sapiens,dna_methylation,first,multi-tissue,multi_tissue,all ages,all_ages,chronological age,chronological_age,,chronological age,27K; 450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,linear regression,untraced,no,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; horvath2013; intrinclock; pipekelasticnet; pipekfilteredh; stemtoc,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s10910-022-01381-4,doi,200 ok,,"Pipek, Orsolya Anna, and István Csabai. ""A revised multi-tissue, multi-platform epigenetic clock model for methylation array data."" Journal of Mathematical Chemistry 61 (2023): 376–388."
stemtoc,stemtoc,2024,Homo sapiens,dna_methylation,mitotic,multi-tissue; cultured human cells; whole blood,multi_tissue,all ages,all_ages,population doublings; chronological age,chronological_age,,mitotic age,450K; EPICv1,371,beta value,divisions,correlate; difference; mean; rank,95th-percentile methylation aggregation,bundled,yes,Homo sapiens|multi_tissue|all_ages|chronological_age,8,altumage; epitoc1; horvath2013; intrinclock; pipekelasticnet; pipekfilteredh; pipekretrainedh,22,62,stemtocvitro,0.5898,371,,,,,https://doi.org/10.1038/s41467-024-48649-8,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Zhu, Tianlei, et al. ""An improved epigenetic counter to track mitotic age in cells."" Nature Communications 15 (2024): 4211."
stubbs,stubbs,2017,Mus musculus,dna_methylation,first,multi-tissue; liver; lung; heart; brain cortex; skeletal muscle; cerebellum; spleen,multi_tissue,mice,non_human,chronological age,chronological_age,,chronological age,RRBS,,months,age_years,acceleration; correlate; difference; mean; residual,quadratically calibrated elastic net regression,untraced,no,Mus musculus|multi_tissue|non_human|chronological_age,2,meer,22,62,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s13059-017-1203-5,doi,200 ok,,"Stubbs, T. M., et al. “Multi-tissue DNA methylation age predictor in mouse.” Genome Biology 18: 68 (2017)."
pchorvath2013,pchorvath2013,2022,Homo sapiens,dna_methylation,other,multi-tissue,multi_tissue,all ages,all_ages,Horvath clock output,clock_output,,chronological age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,untraced,no,Homo sapiens|multi_tissue|all_ages|clock_output,1,,22,5,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, Albert T., et al. ""A computational solution for bolstering reliability of epigenetic clocks: implications for clinical trials and longitudinal tracking."" Nature Aging 2 (2022): 644–661."
epitoc3,epitoc3,2020,Homo sapiens,dna_methylation,mitotic,cultured primary human cells; whole blood; multi-tissue; cord blood,multi_tissue,all ages,all_ages,population doublings,mitotic,,mitotic age,450K; EPICv1,170,cell divisions per stem cell,divisions,correlate; difference; mean; rank,dynamic methylation transmission model,bundled,yes,Homo sapiens|multi_tissue|all_ages|mitotic,1,,22,8,stemtoc,0.4582,170,,,,,https://doi.org/10.1186/s13073-020-00752-3,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Teschendorff, Andrew E. ""A comparison of epigenetic mitotic-like clocks for cancer risk prediction."" Genome Medicine 12 (2020): 56."
stemtocvitro,stemtocvitro,2024,Homo sapiens,dna_methylation,mitotic,multi-tissue; cultured human cells,multi_tissue,prenatal and newborn,perinatal,population doublings,mitotic,,mitotic age,450K; EPICv1,629,beta value,divisions,correlate; difference; mean; rank,95th-percentile methylation aggregation,bundled,yes,Homo sapiens|multi_tissue|perinatal|mitotic,1,,22,8,stemtoc,0.5898,371,,,,,https://doi.org/10.1038/s41467-024-48649-8,doi,200 ok,https://github.com/aet21/EpiMitClocks,"Zhu, Tianlei, et al. ""An improved epigenetic counter to track mitotic age in cells."" Nature Communications 15 (2024): 4211."
mammalianlifespan,mammalianlifespan,2024,multiple species,dna_methylation,other,multi-tissue,multi_tissue,multiple mammalian species,non_human,species maximum lifespan,mortality,,species maximum lifespan,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|multi_tissue|non_human|mortality,1,,22,20,,,,features not distributed for this clock,,,,https://doi.org/10.1126/sciadv.adm7273,doi,403 publisher blocks bots; DOI registered in Crossref,,"Li, Caesar Z., et al. ""Epigenetic predictors of species maximum life span and other life-history traits in mammals."" Science Advances 10.23 (2024): eadm7273."
ensembleagestatic,ensembleagestatic,2025,Mus musculus,dna_methylation,other,multi-tissue,multi_tissue,mice,non_human,intervention-responsive epigenetic age,other,,intervention-responsive epigenetic age,Horvath MammalMethylChip40; Horvath MammalMethylChip320,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Mus musculus|multi_tissue|non_human|other,2,ensembleagestatictop,22,3,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s11357-025-01808-1,doi,200 ok,,"Haghani, A. et al. EnsembleAge: enhancing epigenetic age assessment with a multi-clock framework. GeroScience 48, 2873-2886 (2025)."
ensembleagestatictop,ensembleagestatictop,2025,Mus musculus,dna_methylation,other,multi-tissue,multi_tissue,mice,non_human,intervention-responsive epigenetic age,other,,intervention-responsive epigenetic age,Horvath MammalMethylChip40; Horvath MammalMethylChip320,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,Mus musculus|multi_tissue|non_human|other,2,ensembleagestatic,22,3,,,,features not distributed for this clock,,,,https://doi.org/10.1007/s11357-025-01808-1,doi,200 ok,,"Haghani, A. et al. EnsembleAge: enhancing epigenetic age assessment with a multi-clock framework. GeroScience 48, 2873-2886 (2025)."
mammalianfemale,mammalianfemale,2023,multiple species,dna_methylation,other,multi-tissue,multi_tissue,multiple mammalian species,non_human,sex,sex_or_chromosome,,sex,mammalian methylation array,,probability,relative_score,correlate; rank,elastic net regression,untraced,no,multiple species|multi_tissue|non_human|sex_or_chromosome,1,,22,4,,,,features not distributed for this clock,,,,https://doi.org/10.1101/2023.11.02.565286,doi,200 ok,,"Li, Caesar Z., et al. ""Epigenetic predictors of species maximum life span and other life-history traits in mammals."" bioRxiv (2023)."
hypoclock,hypoclock,2020,Homo sapiens,dna_methylation,mitotic,multi-tissue,multi_tissue,"human, age unspecified",adults,not applicable,unstated,,mitotic age,450K,678,beta value,divisions,correlate; difference; mean; rank,mean aggregation,bundled,yes,Homo sapiens|multi_tissue|adults|unstated,1,,22,3,epicmithypo,0.0132,24,,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1186/s13073-020-00752-3,doi,200 ok,https://doi.org/10.5281/zenodo.2632938,"Teschendorff, Andrew E. ""A comparison of epigenetic mitotic-like clocks for cancer risk prediction."" Genome Medicine 12 (2020): 56."
bocklandt,bocklandt,2011,Homo sapiens,dna_methylation,first,saliva,other_tissue,adults,adults,chronological age,chronological_age,,EDARADD methylation,27K,,beta value,relative_score,correlate; rank,single-CpG score,untraced,no,Homo sapiens|other_tissue|adults|chronological_age,3,ctsliver; hep,8,62,,,,features not distributed for this clock,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1371/journal.pone.0014821,doi,200 ok,https://doi.org/10.1371/journal.pone.0014821,"Bocklandt, S., Lin, W., Sehl, M.E. et al. Epigenetic predictor of age. PLoS ONE 6, e14821 (2011)."
ctsliver,ctsliver,2024,Homo sapiens,dna_methylation,first,liver,other_tissue,adults,adults,chronological age,chronological_age,,chronological age,EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,LASSO regression,untraced,no,Homo sapiens|other_tissue|adults|chronological_age,3,bocklandt; hep,8,62,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.206184,doi,403 publisher blocks bots; DOI registered in Crossref,,"Tong, Huige, et al. ""Cell-type specific epigenetic clocks to quantify biological age at cell-type resolution."" Aging 16 (2024): 14204–14237."
hep,hep,2024,Homo sapiens,dna_methylation,first,liver,other_tissue,adults,adults,chronological age,chronological_age,,chronological age,EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,LASSO regression,untraced,no,Homo sapiens|other_tissue|adults|chronological_age,3,bocklandt; ctsliver,8,62,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.206184,doi,403 publisher blocks bots; DOI registered in Crossref,,"Tong, Huige, et al. ""Cell-type specific epigenetic clocks to quantify biological age at cell-type resolution."" Aging 16 (2024): 14204–14237."
mammalianskin2,mammalianskin2,2023,multiple species,dna_methylation,other,skin,other_tissue,multiple mammalian species,non_human,relative age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|other_tissue|non_human|chronological_age,2,mammalianskin3,8,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
mammalianskin3,mammalianskin3,2023,multiple species,dna_methylation,first,skin,other_tissue,multiple mammalian species,non_human,chronological age,chronological_age,,chronological age,Horvath MammalMethylChip40,,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,untraced,no,multiple species|other_tissue|non_human|chronological_age,2,mammalianskin2,8,62,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-023-00462-6,doi,200 ok,,"Lu, A. T., et al. ""Universal DNA methylation age across mammalian tissues."" Nature Aging 3.9 (2023): 1144-1166."
pedbe,pedbe,2020,Homo sapiens,dna_methylation,first,buccal epithelium,other_tissue,children and adolescents,children,chronological age,chronological_age,,chronological age,450K; EPICv1,94,years,age_years,acceleration; correlate; difference; mean; residual,elastic net regression,bundled,yes,Homo sapiens|other_tissue|children|chronological_age,1,,8,62,skinandblood,0.0254,12,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1073/pnas.1820843116,doi,403 publisher blocks bots; DOI registered in Crossref,,"McEwen, Lisa M., et al. ""The PedBE clock accurately estimates DNA methylation age in pediatric buccal cells."" Proceedings of the National Academy of Sciences 117 (2020): 23329–23335."
prostatecancerkirby,prostatecancerkirby,2017,Homo sapiens,dna_methylation,other,prostate,other_tissue,adult men,adults,prostate cancer,disease,,prostate cancer,450K,,log odds,relative_score,correlate; rank,logistic regression,untraced,no,Homo sapiens|other_tissue|adults|disease,1,,8,5,,,,features not distributed for this clock,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1186/s12885-017-3252-2,doi,200 ok,,"Kirby, M. K., et al. “Genome-wide DNA methylation measurements in prostate tissues uncovers novel prostate cancer diagnostic biomarkers and transcription factor binding patterns.” BMC Cancer 17: 273 (2017)."
