clock_id,name,year,species,data_type,generation,tissue,tissue_class,population,population_class,training_target,target_class,translage_trained_phenotype,predicts,platform,n_features,unit,scale_type,legal_operations,model_type,availability,ships_coefficients,profile_key,n_same_profile,peers_same_profile,n_same_tissue_class,n_same_target_class,feature_overlap_partner,feature_overlap_jaccard,feature_overlap_shared,feature_overlap_note,external_catalogues,external_catalogue_urls,training_cohort_note,verify_url,verify_url_kind,verify_url_status,coefficient_source_url,citation
pcphenoage,pcphenoage,2022,Homo sapiens,dna_methylation,second,whole blood,whole_blood,adults,adults,phenotypic age,phenotype,Mortality,phenotypic age,450K; EPICv1,,years,age_years,acceleration; correlate; difference; mean; residual,PCA + elastic net regression,untraced,no,Homo sapiens|whole_blood|adults|phenotype,12,dnamfitage; dnamfitagegaitf; dnamfitagegaitm; dnamfitagegripf; dnamfitagegripm; dnamfitagevo2max; dnamphenoage; fiage; hrsinchphenoage; mccartneybodyfat; omicmage,101,15,,,,features not distributed for this clock,translage,https://www.translage.io,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, Albert T., et al. ""A computational solution for bolstering reliability of epigenetic clocks: implications for clinical trials and longitudinal tracking."" Nature Aging 2 (2022): 644–661."
compil6,compil6,2021,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,interleukin-6,protein_or_analyte,,interleukin-6,450K,,unitless,relative_score,correlate; rank,elastic net regression,untraced,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1093/gerona/glab046,doi,403 publisher blocks bots; DOI registered in Crossref,,"Stevenson, A. J., et al. “Creating and Validating a DNA Methylation-Based Proxy for Interleukin-6.” The Journals of Gerontology: Series A 76(12): 2284–2292 (2021)."
dnamtl,dnamtl,2019,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,leukocyte telomere length,protein_or_analyte,,leukocyte telomere length,450K; EPICv1,140,kilobases,telomere_kb,acceleration; correlate; difference; mean,elastic net regression,bundled,yes,Homo sapiens|whole_blood|adults|protein_or_analyte,12,mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,hannum,0.0243,5,,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.18632/aging.102173,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. ""DNA methylation-based estimator of telomere length."" Aging 11.16 (2019): 5895-5923."
grimage2adm,grimage2adm,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,adrenomedullin,protein_or_analyte,,adrenomedullin,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2b2m,grimage2b2m,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,beta-2-microglobulin,protein_or_analyte,,beta-2-microglobulin,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,"B2M is linked to kidney function, cardiovascular disease and inflammation; DNAm B2M is a GrimAge component.",https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2cystatinc,grimage2cystatinc,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,cystatin C,protein_or_analyte,,cystatin C,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2gdf15,grimage2gdf15,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,GDF-15,protein_or_analyte,,GDF-15,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2leptin,grimage2leptin,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,leptin,protein_or_analyte,,leptin,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2loga1c; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2loga1c,grimage2loga1c,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,hemoglobin A1c,protein_or_analyte,,hemoglobin A1c,450K,,natural-log percent,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2logcrp; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2logcrp,grimage2logcrp,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,C-reactive protein,protein_or_analyte,,C-reactive protein,450K,,natural-log milligrams per liter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2pai1; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2pai1,grimage2pai1,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,PAI-1,protein_or_analyte,,PAI-1,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2timp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
grimage2timp1,grimage2timp1,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,older adults,older_adults,TIMP-1,protein_or_analyte,,TIMP-1,450K,,picograms per milliliter,relative_score,correlate; rank,elastic net regression,licensed,no,Homo sapiens|whole_blood|older_adults|protein_or_analyte,10,compil6; grimage2adm; grimage2b2m; grimage2cystatinc; grimage2gdf15; grimage2leptin; grimage2loga1c; grimage2logcrp; grimage2pai1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.18632/aging.204434,doi,403 publisher blocks bots; DOI registered in Crossref,,"Lu, A. T., et al. “DNA methylation GrimAge version 2.” Aging 14(23): 9484–9549 (2022)."
mccartneyhdlcholesterol,mccartneyhdlcholesterol,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,HDL cholesterol,protein_or_analyte,,HDL cholesterol,EPICv1,737,unitless,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,mccartneytotalhdlratio,0.1016,106,,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
mccartneyldlcholesterol,mccartneyldlcholesterol,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,LDL cholesterol,protein_or_analyte,,LDL cholesterol,EPICv1,233,unitless,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,mccartneytotalcholesterol,0.3202,106,,biolearn,https://github.com/bio-learn/biolearn,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
mccartneytotalcholesterol,mccartneytotalcholesterol,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,total cholesterol,protein_or_analyte,,total cholesterol,EPICv1,204,unitless,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,mccartneyldlcholesterol,0.3202,106,,,,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
mccartneytotalhdlratio,mccartneytotalhdlratio,2018,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,total-to-HDL cholesterol ratio,protein_or_analyte,,total-to-HDL cholesterol ratio,EPICv1,412,ratio,relative_score,correlate; rank,LASSO regression,bundled,yes,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,mccartneyldlcholesterol,0.1601,89,,,,,https://doi.org/10.1186/s13059-018-1514-1,doi,200 ok,https://doi.org/10.1186/s13059-018-1514-1,"McCartney, D. L., et al. “Epigenetic prediction of complex traits and death.” Genome Biology 19, 136 (2018)."
pcgrimageadm,pcgrimageadm,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,adrenomedullin,protein_or_analyte,,adrenomedullin,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimageb2m,pcgrimageb2m,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,beta-2 microglobulin,protein_or_analyte,,beta-2 microglobulin,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimagecystatinc,pcgrimagecystatinc,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,cystatin C,protein_or_analyte,,cystatin C,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimagegdf15,pcgrimagegdf15,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,growth differentiation factor 15,protein_or_analyte,,growth differentiation factor 15,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimageleptin; pcgrimagepai1; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimageleptin,pcgrimageleptin,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,leptin,protein_or_analyte,,leptin,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimagepai1; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimagepai1,pcgrimagepai1,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,plasminogen activator inhibitor 1,protein_or_analyte,,plasminogen activator inhibitor 1,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagetimp1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
pcgrimagetimp1,pcgrimagetimp1,2022,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,TIMP metallopeptidase inhibitor 1,protein_or_analyte,,TIMP metallopeptidase inhibitor 1,450K; EPICv1,,picograms per milliliter,relative_score,correlate; rank,principal component regression,licensed,no,Homo sapiens|whole_blood|adults|protein_or_analyte,12,dnamtl; mccartneyhdlcholesterol; mccartneyldlcholesterol; mccartneytotalcholesterol; mccartneytotalhdlratio; pcgrimageadm; pcgrimageb2m; pcgrimagecystatinc; pcgrimagegdf15; pcgrimageleptin; pcgrimagepai1,101,22,,,,features not distributed for this clock,,,,https://doi.org/10.1038/s43587-022-00248-2,doi,200 ok,,"Higgins-Chen, A. T., et al. “A computational solution for bolstering reliability of epigenetic clocks.” Nature Aging 2:644-661 (2022)."
dnamstress,dnamstress,2023,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,stress exposure,sex_or_chromosome,,stress exposure,EPICv1,,unitless,relative_score,correlate; rank,bootstrap-stabilized elastic net regression,untraced,no,Homo sapiens|whole_blood|adults|sex_or_chromosome,3,xchrom; ychrom,101,4,,,,features not distributed for this clock,methylcipher,https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1016/j.biopsych.2022.06.036,doi,200 ok,,"Jung, J., et al. “Additive Effects of Stress and Alcohol Exposure on Accelerated Epigenetic Aging in Alcohol Use Disorder.” Biological Psychiatry 93(4): 331–341 (2023)."
xchrom,xchrom,2021,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,X-chromosome dosage,sex_or_chromosome,,X-chromosome dosage,450K; EPICv1,,unitless,relative_score,correlate; rank,principal component analysis,untraced,no,Homo sapiens|whole_blood|adults|sex_or_chromosome,3,dnamstress; ychrom,101,4,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s12864-021-07675-2,doi,200 ok,,"Wang, Y. et al. DNA methylation-based sex classifier to predict sex and identify sex chromosome aneuploidy. BMC Genomics 22, 484 (2021)."
ychrom,ychrom,2021,Homo sapiens,dna_methylation,other,whole blood,whole_blood,adults,adults,Y-chromosome presence,sex_or_chromosome,,Y-chromosome presence,450K; EPICv1,,unitless,relative_score,correlate; rank,principal component analysis,untraced,no,Homo sapiens|whole_blood|adults|sex_or_chromosome,3,dnamstress; xchrom,101,4,,,,features not distributed for this clock,,,,https://doi.org/10.1186/s12864-021-07675-2,doi,200 ok,,"Wang, Y. et al. DNA methylation-based sex classifier to predict sex and identify sex chromosome aneuploidy. BMC Genomics 22, 484 (2021)."
garagnani,garagnani,2012,Homo sapiens,dna_methylation,other,whole blood,whole_blood,all ages,all_ages,not applicable,unstated,,ELOVL2 methylation,450K,,beta value,relative_score,correlate; rank,single-CpG score,untraced,no,Homo sapiens|whole_blood|all_ages|unstated,1,,101,3,,,,features not distributed for this clock,biolearn; methylcipher,https://github.com/bio-learn/biolearn; https://github.com/HigginsChenLab/methylCIPHER,,https://doi.org/10.1111/acel.12005,doi,403 publisher blocks bots; DOI registered in Crossref,https://doi.org/10.1111/acel.12005,"Garagnani, Paolo, et al. ""Methylation of ELOVL2 gene as a new epigenetic marker of age."" Aging Cell 11.6 (2012): 1132-1134."
